name,record,fighter_url,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Megan Anderson,11-5-0,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990",1.76,46,3.35,37,0.52,25,53,0.5
Liam Anderson,6-3-0,http://ufcstats.com/fighter-details/b03a0c78ca45facf,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 13, 1995",3.0,52,6.53,31,1.0,20,50,0.0
Tatsuya Ando,14-4-1,http://ufcstats.com/fighter-details/17615148dd4be6f6,"5' 4""",145 lbs.,"68""",Southpaw,"Apr 26, 1990",0.93,19,4.93,50,0.0,0,0,0.0
Alex Andrade,10-5-0,http://ufcstats.com/fighter-details/1562b12763cc8d67,"5' 11""",200 lbs.,--,Orthodox,"May 14, 1974",0.2,36,2.6,53,0.0,0,25,0.8
Jessica Andrade,26-15-0,http://ufcstats.com/fighter-details/6a1901c62ab3870f,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",6.37,48,5.58,54,2.1,54,75,0.3
Viscardi Andrade,19-6-0,http://ufcstats.com/fighter-details/d221ee27afc7a60e,"5' 11""",170 lbs.,"75""",Orthodox,"Mar 08, 1984",3.26,42,2.77,63,1.93,50,66,0.3
Jermaine Andre,14-4-0,http://ufcstats.com/fighter-details/9bad58fa651d6196,"5' 7""",200 lbs.,--,Orthodox,"Jul 16, 1973",0.0,0,0.0,0,0.0,0,0,0.0
Fellipe Andrew,0-0-0,http://ufcstats.com/fighter-details/7977fb0fd9c5955d,--,--,--,,"Oct 24, 1994",0.0,0,0.0,0,0.0,0,0,0.0
Dylan Andrews,18-7-0 (1 NC),http://ufcstats.com/fighter-details/00debc804e2b1cd4,"6' 1""",185 lbs.,"74""",Switch,"Nov 15, 1979",2.21,50,2.72,46,2.83,50,57,0.4
Reese Andy,7-3-0,http://ufcstats.com/fighter-details/46e2ca71fd5089cb,"6' 0""",205 lbs.,--,Orthodox,"Mar 31, 1973",2.87,50,3.5,58,0.67,20,40,0.0
Angga,13-3-0,http://ufcstats.com/fighter-details/d6a3e131ad4ba064,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 13, 1989",3.56,38,3.77,53,0.0,0,33,0.0
Julius Anglickas,5-1-0,http://ufcstats.com/fighter-details/e20ad078a7d63361,"6' 3""",205 lbs.,--,Orthodox,"Jul 23, 1991",4.62,78,1.86,50,4.47,50,60,1.1
Collin Anglin,8-3-0,http://ufcstats.com/fighter-details/047a91d3d9c79b05,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 20, 1993",4.59,48,5.54,51,2.28,66,100,0.0
Chad Anheliger,13-8-0,http://ufcstats.com/fighter-details/c7c39e2fb70248b3,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 01, 1986",3.11,46,2.76,53,0.68,30,38,0.5
Yoji Anjo,0-5-1,http://ufcstats.com/fighter-details/e06fd1260ac865a7,"5' 11""",205 lbs.,--,Orthodox,"Mar 28, 1967",0.0,0,3.13,25,0.0,0,0,0.0
Magomed Ankalaev,21-2-1 (1 NC),http://ufcstats.com/fighter-details/d802174b0c0c1f4e,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",3.65,52,2.59,56,0.79,22,87,0.0
Gadzhimurad Antigulov,20-8-0,http://ufcstats.com/fighter-details/af997f7611673880,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987",2.08,55,4.21,40,5.08,36,0,1.4
Adam Antolin,12-3-0,http://ufcstats.com/fighter-details/25b31165758402dd,"5' 5""",125 lbs.,"63""",Orthodox,"Feb 28, 1982",5.73,52,5.0,69,0.0,0,100,0.0
Angelo Antonio,1-4-0,http://ufcstats.com/fighter-details/dbd198f780286aca,--,205 lbs.,--,Orthodox,"Oct 04, 1998",1.09,50,7.64,50,0.0,0,0,0.0
Vanilto Antunes,16-7-0,http://ufcstats.com/fighter-details/cc49ada1ea955b13,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 28, 1994",5.49,48,14.27,43,0.0,0,0,0.0
Azunna Anyanwu,14-5-0,http://ufcstats.com/fighter-details/78d48d3874dacafd,"6' 1""",251 lbs.,--,Orthodox,"Aug 05, 1981",2.47,42,2.47,69,0.65,100,0,0.0
Shinsho Anzai,10-3-0,http://ufcstats.com/fighter-details/4665f9f909cd7214,"5' 7""",170 lbs.,"70""",Orthodox,"Dec 01, 1985",3.23,58,3.75,45,1.83,16,75,0.0
Jin Aoi,14-6-1,http://ufcstats.com/fighter-details/031da10a00c8ccd4,"5' 6""",145 lbs.,"68""",Orthodox,"Jan 21, 1997",1.6,29,5.8,51,0.0,0,71,0.0
Shinya Aoki,39-7-0 (1 NC),http://ufcstats.com/fighter-details/79ded75550efc139,"5' 11""",154 lbs.,--,Southpaw,"May 09, 1983",0.97,58,1.25,58,2.54,41,60,4.0
Aoriqileng,26-12-0 (1 NC),http://ufcstats.com/fighter-details/7d420039bbfe7c1a,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 25, 1993",4.69,49,5.47,48,1.2,46,58,0.0
Josh Appelt,15-7-0,http://ufcstats.com/fighter-details/0c1a04afca64e38f,"5' 10""",255 lbs.,--,Southpaw,"Jun 19, 1983",1.35,40,11.5,32,0.0,0,33,0.0
Erik Apple,10-3-0,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb,"6' 0""",170 lbs.,--,Orthodox,"Aug 26, 1977",0.0,0,0.54,81,0.0,0,0,8.1
Kenji Arai,15-15-5,http://ufcstats.com/fighter-details/269d103c96a4c3a5,"5' 10""",145 lbs.,--,Southpaw,"Oct 05, 1979",8.79,27,10.29,39,0.0,0,0,0.0
Romie Aram,7-1-0,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,"5' 10""",170 lbs.,--,Orthodox,"Dec 02, 1977",1.8,35,2.83,50,2.5,62,83,0.0
Felipe Arantes,18-10-1 (2 NC),http://ufcstats.com/fighter-details/71002dbc1743b9a7,"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988",2.37,45,2.66,64,0.93,47,41,0.7
Igor Araujo,25-9-0 (1 NC),http://ufcstats.com/fighter-details/dbea8c1cb327ab3d,"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980",1.52,42,2.86,49,0.86,15,22,0.6
Viviane Araujo,13-7-0,http://ufcstats.com/fighter-details/36541f1e6c5d4955,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986",3.84,47,4.83,55,1.72,43,75,0.6
Julio Arce,19-6-0,http://ufcstats.com/fighter-details/1291edf2d566a71a,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989",4.36,36,3.05,68,0.46,28,96,0.3
Art Arciniega,15-7-0,http://ufcstats.com/fighter-details/d25e39e74efb0a77,"5' 8""",145 lbs.,--,,"Oct 15, 1981",1.53,46,2.73,51,0.0,0,50,1.0
Alice Ardelean,11-7-0,http://ufcstats.com/fighter-details/87f8699fdcc2c404,"5' 3""",115 lbs.,"62""",Orthodox,"Apr 19, 1992",7.35,45,5.2,62,1.0,44,85,0.0
Tristan Arenal,7-4-0,http://ufcstats.com/fighter-details/9c9455912d917e4e,--,155 lbs.,--,,"Mar 06, 1985",0.0,0,0.0,0,0.0,0,0,0.0
Gabriel Arges,0-0-0,http://ufcstats.com/fighter-details/db3c4a884d704efe,--,170 lbs.,--,,"Jan 29, 1993",0.0,0,0.0,0,0.0,0,0,0.0
Dan Argueta,9-3-0 (2 NC),http://ufcstats.com/fighter-details/e4ba58725825412d,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 13, 1993",2.48,43,3.44,50,4.36,35,55,1.4
Reza Arianto,5-0-0,http://ufcstats.com/fighter-details/90063913321e7670,--,155 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Hashem Arkhagha,6-1-0,http://ufcstats.com/fighter-details/9a7ffa80766caa51,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 11, 1989",1.84,44,8.97,43,0.0,0,50,0.0
Andrei Arlovski,34-24-0 (2 NC),http://ufcstats.com/fighter-details/3738e68d2261e60f,"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",3.82,45,3.22,57,0.37,35,76,0.2
Garrett Armfield,10-5-0,http://ufcstats.com/fighter-details/1effd880e1f1bb30,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 09, 1996",5.35,53,3.64,56,1.1,50,64,0.6
Joey Armstrong,5-2-0,http://ufcstats.com/fighter-details/30ad2050273d016a,--,--,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Austin Arnett,16-6-0,http://ufcstats.com/fighter-details/bf0e700106d00e55,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991",4.52,41,6.38,62,0.44,18,57,0.2
Ricardo Arona,14-5-0,http://ufcstats.com/fighter-details/05fbfe628658c538,"5' 11""",205 lbs.,--,Orthodox,"Jul 17, 1978",1.66,48,1.15,57,2.41,48,58,1.2
Eli Aronov,6-1-0,http://ufcstats.com/fighter-details/a90c200c3fbb22c4,"5' 10""",185 lbs.,"72""",Orthodox,"Jun 06, 1996",8.92,68,6.49,38,12.16,100,0,0.0
Chalid Arrab,7-3-0,http://ufcstats.com/fighter-details/770b9d4813c25902,"5' 11""",205 lbs.,--,Orthodox,"May 28, 1975",1.56,34,1.63,56,3.05,75,37,1.0
Akbarh Arreola,23-11-1,http://ufcstats.com/fighter-details/c136b2a8852da5bd,"5' 10""",155 lbs.,"71""",Southpaw,"Jan 14, 1983",2.32,45,4.01,56,1.07,100,33,0.4
Matt Arroyo,3-3-0,http://ufcstats.com/fighter-details/de62052b2ede65ba,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982",1.62,47,2.01,58,2.12,36,100,5.3
Antonio Arroyo,9-5-0,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,"6' 3""",185 lbs.,"73""",Orthodox,"Jul 01, 1989",2.82,66,2.02,50,1.14,41,41,0.2
Gilles Arsene,1-1-0,http://ufcstats.com/fighter-details/2dea80c069847321,"5' 9""",190 lbs.,--,Southpaw,"Dec 23, 1970",0.06,10,2.45,32,0.0,0,0,0.0
Veta Arteaga,3-1-0,http://ufcstats.com/fighter-details/91e3388e69060e69,"5' 7""",125 lbs.,--,,--,3.2,36,1.92,65,0.0,0,40,0.0
Cesar Arzamendia,8-3-0,http://ufcstats.com/fighter-details/49f78022126bf4a4,"5' 11""",155 lbs.,--,Orthodox,"Jan 31, 1991",5.37,45,5.2,56,7.32,75,0,2.4
Kai Asakura,21-6-0,http://ufcstats.com/fighter-details/d33da8a3d82bdb62,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 31, 1993",2.27,32,3.53,52,0.0,0,50,0.0
Teddy Ash,14-5-0,http://ufcstats.com/fighter-details/a373085066dbfb54,"6' 1""",185 lbs.,"73""",Switch,"Dec 27, 1989",7.27,61,6.8,28,0.0,0,100,0.0
Arman Ashimov,11-3-1,http://ufcstats.com/fighter-details/d26a0988c9dc9886,"5' 6""",125 lbs.,--,,"Jan 14, 1992",0.0,0,0.0,0,0.0,0,0,0.0
Yanal Ashmouz,8-2-0,http://ufcstats.com/fighter-details/c739c2995a275314,"5' 9""",155 lbs.,"69""",Orthodox,"Mar 31, 1995",2.88,50,4.78,50,3.24,38,64,0.0
Asjabharan,7-6-0,http://ufcstats.com/fighter-details/8be9deb7d6b36354,"5' 6""",135 lbs.,--,,"Jul 31, 1992",0.0,0,0.0,0,0.0,0,0,0.0
Askar Askar,11-1-0,http://ufcstats.com/fighter-details/2abc414136504554,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 19, 1994",0.0,0,0.0,0,0.0,0,0,0.0
Askar Askarov,14-1-1,http://ufcstats.com/fighter-details/b1d19449397541dc,"5' 6""",125 lbs.,"67""",Orthodox,"Oct 09, 1992",3.05,54,2.8,57,2.6,24,66,0.4
Cyril Asker,9-4-0,http://ufcstats.com/fighter-details/9be6020024133293,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985",3.35,39,5.82,35,4.41,62,100,0.9
Khusein Askhabov,23-1-0,http://ufcstats.com/fighter-details/5c10da56d712ac9c,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 13, 1995",2.0,26,4.13,56,0.0,0,66,0.0
Scott Askham,14-4-0,http://ufcstats.com/fighter-details/06827d70c53ff0d9,"6' 3""",185 lbs.,"75""",Southpaw,"May 20, 1988",3.03,46,3.52,52,0.44,18,65,0.7
Ben Askren,19-2-0 (1 NC),http://ufcstats.com/fighter-details/0b31f87be71ebbb1,"5' 11""",170 lbs.,"73""",Orthodox,"Jul 18, 1984",3.64,49,5.66,36,4.33,55,0,0.9
Ibo Aslan,14-4-0,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996",5.75,48,3.96,56,0.0,0,87,0.0
Tom Aspinall,15-3-0 (1 NC),http://ufcstats.com/fighter-details/399afbabc02376b5,"6' 5""",255 lbs.,"78""",Orthodox,"Apr 11, 1993",7.63,67,3.62,56,2.62,80,100,1.3
Steven Asplund,7-2-0,http://ufcstats.com/fighter-details/e56cee1ad697db04,"6' 5""",260 lbs.,"78""",Orthodox,"Jul 16, 1998",10.05,51,6.64,50,0.0,0,100,0.0
Bruno Assis,8-4-0,http://ufcstats.com/fighter-details/ff222167cce02919,"6' 2""",185 lbs.,--,Orthodox,"May 23, 1992",1.27,43,3.2,36,2.0,50,66,1.0
Junior Assuncao,16-6-0,http://ufcstats.com/fighter-details/d0d7160824278840,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",3.31,62,2.06,44,2.43,24,66,0.7
Raphael Assuncao,28-10-0,http://ufcstats.com/fighter-details/2f13e4020cea5b38,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",3.22,42,2.5,66,1.65,39,78,0.2
Michael Aswell Jr.,11-3-0,http://ufcstats.com/fighter-details/01c9e4013afce141,"5' 8""",145 lbs.,"69""",Orthodox,"Sep 27, 2000",9.56,45,7.79,54,0.0,0,57,0.0
Bazigit Atajev,17-1-0,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,"6' 1""",230 lbs.,--,Orthodox,"Mar 12, 1979",0.87,41,3.14,49,1.0,33,0,0.0
Rich Attonito,10-5-0,http://ufcstats.com/fighter-details/210935fd21670f6d,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977",2.28,47,2.13,59,0.74,37,75,0.0
Olivier Aubin-Mercier,11-5-0,http://ufcstats.com/fighter-details/55ee431411ccf07a,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",2.48,51,2.97,55,2.36,33,70,0.5
Pat Audinwood,11-2-1,http://ufcstats.com/fighter-details/196ed28337adc630,"6' 0""",155 lbs.,--,Orthodox,"Apr 16, 1986",1.17,12,4.31,41,0.8,50,0,0.0
Jose Augusto,6-2-0 (1 NC),http://ufcstats.com/fighter-details/4d3b08ab127c7585,"6' 3""",251 lbs.,--,,"Mar 28, 1992",0.0,0,0.0,0,0.0,0,0,0.0
Marcus Aurelio,22-10-0,http://ufcstats.com/fighter-details/04643fd03d9159cc,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",1.42,33,2.27,59,1.69,27,27,1.3
David Avellan,2-1-0,http://ufcstats.com/fighter-details/956dcac65e7b34d6,"5' 9""",185 lbs.,--,Orthodox,"Jul 07, 1981",3.33,25,10.0,57,0.0,0,0,0.0
Blas Avena,8-7-0 (1 NC),http://ufcstats.com/fighter-details/8753e125f4499816,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 30, 1983",2.34,47,3.36,43,2.37,80,50,1.8
Levi Avera,18-15-0,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,"6' 1""",170 lbs.,--,,"May 17, 1982",0.0,0,0.0,0,0.0,0,0,0.0
Anthony Avila,13-5-0,http://ufcstats.com/fighter-details/033d19259f589457,"5' 7""",145 lbs.,--,,"Dec 29, 1988",0.0,0,0.0,0,0.0,0,0,0.0
Chris Avila,5-4-0,http://ufcstats.com/fighter-details/4665cbf36b08193b,"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",2.37,30,4.17,48,0.0,0,46,0.0
Julia Avila,9-4-0,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",2.81,42,3.28,55,0.63,37,52,0.2
Saad Awad,20-9-0,http://ufcstats.com/fighter-details/da603332ad41f165,"5' 11""",155 lbs.,--,,"Jun 07, 1983",2.13,26,1.87,60,0.5,16,100,0.5
Javy Ayala,10-5-0,http://ufcstats.com/fighter-details/26387c19f32dda0f,"6' 1""",265 lbs.,--,,"Aug 20, 1988",0.83,25,5.0,33,0.0,0,0,0.0
Jessin Ayari,16-6-0,http://ufcstats.com/fighter-details/6eaec40f724852f4,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",3.53,37,3.59,58,0.0,0,50,0.3
Abu Azaitar,14-4-1,http://ufcstats.com/fighter-details/46d0a888d87d91ac,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",4.38,43,4.32,51,1.0,37,42,0.0
Ottman Azaitar,13-3-0,http://ufcstats.com/fighter-details/ee18ff42063174df,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",4.43,44,4.11,52,0.0,0,100,0.0
Luiz Azeredo,15-10-0,http://ufcstats.com/fighter-details/063649e21bc9d6d5,"5' 9""",154 lbs.,--,Orthodox,"Jun 10, 1976",2.16,39,2.76,57,1.07,50,45,0.3
Luciano Azevedo,17-9-1,http://ufcstats.com/fighter-details/9bcfb40dbcd50568,"6' 3""",161 lbs.,--,Orthodox,"Jun 25, 1981",0.76,45,1.97,27,2.28,11,0,0.0
Hunter Azure,9-2-0,http://ufcstats.com/fighter-details/2af2f2e26c4c0402,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",3.92,53,2.08,58,1.97,34,67,1.3
Niklas Backstrom,11-3-0 (1 NC),http://ufcstats.com/fighter-details/39cc64bf0a269db9,"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",1.12,41,3.65,40,2.92,80,72,2.2
Seth Baczynski,20-14-0,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,31,3.14,51,0.89,16,48,0.8
Abdul Azeem Badakhshi,13-3-0,http://ufcstats.com/fighter-details/968764372c49eab6,--,145 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Ryan Bader,23-5-0,http://ufcstats.com/fighter-details/c0ab242c40decc55,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2.82,43,1.39,71,3.37,44,80,0.4
Izabela Badurek,6-3-0,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,71,4.9,32,1.75,12,100,0.0
Miguel Baeza,10-4-0,http://ufcstats.com/fighter-details/82d4c957649faf9b,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.09,49,5.92,46,0.36,22,54,2.0
Ali Bagautinov,15-6-0,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,42,3.09,52,2.51,36,65,0.3
Mehdi Baghdad,11-5-0,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",3.13,30,4.56,46,0.0,0,33,0.0
Melsik Baghdasaryan,8-3-0,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",5.04,59,3.14,56,0.0,0,72,0.0
Siyar Bahadurzada,24-8-1,http://ufcstats.com/fighter-details/aec185309b4843d0,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",2.91,40,3.23,49,1.32,61,62,0.3
Ignacio Bahamondes,17-6-0,http://ufcstats.com/fighter-details/e4a47b07044ddd72,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",6.55,45,4.33,56,0.0,0,75,0.4
Bahatebole Batebolati,10-1-1,http://ufcstats.com/fighter-details/8f313e9c3a39c06e,"5' 8""",170 lbs.,"71""",Southpaw,"Sep 12, 1997",4.02,45,4.83,61,1.34,66,100,0.0
Shamar Bailey,16-11-0,http://ufcstats.com/fighter-details/e2b8186b618b00c4,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",1.56,20,3.91,69,1.5,33,37,0.0
Jordan Bailey,6-3-0,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36,"5' 9""",145 lbs.,--,,--,1.74,40,0.29,0,4.35,100,0,4.3
Scott Baker,1-1-0,http://ufcstats.com/fighter-details/7d5b12de1625984e,"6' 0""",210 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Bryan Baker,18-5-0,http://ufcstats.com/fighter-details/898337ef520fe4d3,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985",1.78,52,2.83,45,0.44,50,37,0.9
Jin Bala,23-3-0,http://ufcstats.com/fighter-details/371efa53bd0cf669,"5' 9""",155 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Balajin,23-4-0,http://ufcstats.com/fighter-details/e626e92a8f2a9737,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 31, 1992",1.4,33,2.73,50,2.0,20,66,0.0
Oluwale Bamgbose,6-4-0,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48,2.7,55,0.94,33,37,0.0
Stephen Banaszak,5-5-0,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.2,47,1.15,66,0.0,0,100,1.9
Marcin Bandel,15-7-0,http://ufcstats.com/fighter-details/5c2ce761399dc9c5,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,50,5.26,23,0.0,0,0,0.0
Humberto Bandenay,14-7-0 (1 NC),http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",2.22,41,4.79,41,2.9,46,62,0.5
Tae Hyun Bang,18-10-0,http://ufcstats.com/fighter-details/9a2d3567abc02e34,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,38,2.07,66,0.49,33,57,0.5
Yohan Banks,2-1-0,http://ufcstats.com/fighter-details/c50ea21fe9ef478d,--,--,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Shauna Bannon,7-2-0,http://ufcstats.com/fighter-details/9c442aaf149ea982,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993",4.32,43,3.75,45,0.0,0,40,0.7
Antonio Banuelos,20-11-1,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.69,33,3.15,58,1.62,62,86,0.4
Iwo Baraniewski,7-0-0,http://ufcstats.com/fighter-details/1c23ec2f1b71be40,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 20, 1998",14.31,68,17.61,42,0.0,0,100,0.0
Renan Barao,34-9-0 (1 NC),http://ufcstats.com/fighter-details/2c99576fefe53c7c,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36,3.9,57,1.49,41,91,0.5
Junior Barata,9-3-1,http://ufcstats.com/fighter-details/06dced58ca24a6bd,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",4.03,33,8.46,34,0.0,0,0,0.0
Maycee Barber,15-2-0,http://ufcstats.com/fighter-details/6a740daf1b279661,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",4.61,53,2.76,54,1.58,45,51,0.1
Bryan Barberena,18-12-0,http://ufcstats.com/fighter-details/a331233f597090a5,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",5.35,48,4.59,44,0.13,22,50,0.3
Djani Barbir,7-1-0 (1 NC),http://ufcstats.com/fighter-details/d4baaa0630bf5798,"6' 3""",185 lbs.,"79""",Orthodox,"Aug 09, 1997",3.64,40,4.55,66,0.0,0,0,0.0
Dione Barbosa,8-4-0,http://ufcstats.com/fighter-details/27b388f0aab49780,"5' 6""",125 lbs.,"66""",Orthodox,"May 08, 1992",2.27,45,2.45,66,2.23,42,50,1.9
Marcio Barbosa,17-2-0,http://ufcstats.com/fighter-details/c85bad793cd14e28,"5' 6""",145 lbs.,"70""",Orthodox,"May 22, 1998",8.27,47,7.56,50,0.0,0,100,0.0
Edson Barboza,24-14-0,http://ufcstats.com/fighter-details/64a50dad704d1d49,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",4.14,44,4.68,55,0.43,50,73,0.1
Raoni Barcelos,21-5-0,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",4.92,51,4.4,61,2.22,31,87,0.6
Daniel Barez,17-7-0,http://ufcstats.com/fighter-details/e8fe9c15d348e778,"5' 6""",125 lbs.,"66""",Orthodox,"Dec 10, 1988",3.65,49,5.95,50,1.93,28,80,0.6
Danny Barlow,9-2-0,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,"6' 2""",185 lbs.,"79""",Southpaw,"Aug 02, 1995",5.81,51,4.65,52,0.0,0,100,0.0
Luke Barnatt,13-4-0,http://ufcstats.com/fighter-details/172c2135e70f87b7,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,36,3.87,59,0.63,42,63,0.4
James Barnes,14-5-0,http://ufcstats.com/fighter-details/c06a5c95f1169c0b,"5' 8""",135 lbs.,"71""",Orthodox,"May 28, 1982",0.57,34,3.02,39,1.08,16,40,0.0
Nick Barnes,11-2-0,http://ufcstats.com/fighter-details/78a5eea49638685d,"5' 11""",170 lbs.,--,,--,2.86,29,8.93,51,5.36,100,100,5.4
Shonte Barnes,6-2-1,http://ufcstats.com/fighter-details/e575b6ff678c1aca,"5' 11""",185 lbs.,"76""",Southpaw,"Feb 09, 1987",2.32,38,1.55,67,0.0,0,60,0.0
Josh Barnett,35-8-0,http://ufcstats.com/fighter-details/ad3f53c454cbbead,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.2,50,2.11,57,1.26,55,55,1.4
Chris Barnett,23-10-0,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,"5' 9""",261 lbs.,"75""",Orthodox,"Jun 14, 1986",3.36,47,6.55,36,0.0,0,35,0.0
Chris Barnhizer,2-3-0,http://ufcstats.com/fighter-details/91e69a1c3c87325b,--,--,--,,"Oct 25, 1987",0.0,0,0.0,0,0.0,0,0,0.0
David Baron,17-4-1,http://ufcstats.com/fighter-details/80c0bed43da0e27b,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",1.17,30,2.1,56,0.0,0,14,0.7
Phil Baroni,15-18-0,http://ufcstats.com/fighter-details/1652f3213655b935,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45,3.93,40,1.46,47,60,0.5
Dan Barrera,3-1-0,http://ufcstats.com/fighter-details/f12f979b657ab876,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.8,70,1.2,28,1.0,8,0,0.0
Carlos Barreto,14-9-0,http://ufcstats.com/fighter-details/a220be6d41d6f97d,"6' 4""",230 lbs.,--,Orthodox,"Jul 22, 1968",0.0,0,0.0,0,0.0,0,0,0.0
